Class,Order,Family,Species,FishBase Common name,All Common Name/s Aus/Global English (FishBase),AFD Preferred Common Name
Osteichthyes,Acanthuriformes,Leiognathidae,Leiognathus longispinis,Longspine ponyfish ,"Longspine ponyfish (English), Smithurst's ponyfish (English)",
Osteichthyes,Acanthuriformes,Leiognathidae,Leiognathus parviceps,,,
Osteichthyes,Acanthuriformes,Leiognathidae,Leiognathus ruconius,Deep pugnose ponyfish ,Deep pugnose ponyfish (English),
Osteichthyes,Acanthuriformes,Leiognathidae,Nuchequula gerreoides,Decorated ponyfish ,"Black-neck pony-fish (English), Decorated ponyfish (English), Hump-nosed pony-fish (English), Ornate ponyfish (English), Yellowfinned ponyfish (English)",Ornate Ponyfish
Osteichthyes,Acanthuriformes,Leiognathidae,Nuchequula glenysae,,Twoblotch ponyfish (English),Twoblotch Ponyfish
Osteichthyes,Acanthuriformes,Leiognathidae,Photolateralis moretoniensis,Moreton Bay ponyfish ,"Black-banded pony-fish (English), Zigzag ponyfish (English)",Zigzag Ponyfish
Osteichthyes,Acanthuriformes,Leiognathidae,Photopectoralis aureus,Golden ponyfish ,"False toothed ponyfish (English), Golden ponyfish (English)",Golden Ponyfish
Osteichthyes,Acanthuriformes,Leiognathidae,Photopectoralis bindus,Orangefin ponyfish ,"Orangefin ponyfish (English), Orange-tip pony-fish (English)",Orangefin Ponyfish
Osteichthyes,Acanthuriformes,Lobotidae,Hapalogenys dampieriensis,Australian striped velvetchin ,Australian striped velvetchin (English),
Osteichthyes,Acanthuriformes,Lobotidae,Hapalogenys kishinouyei,Lined javelinfish ,"Lined javelinfish (English), Striped velvetchin (English)",
Osteichthyes,Acanthuriformes,Lobotidae,Lobotes surinamensis,Tripletail ,"Black perch (English), Dusky perch (English), Flasher (English), Jumping cod (English), Tripletail (English)",Tripletail
Osteichthyes,Acanthuriformes,Pomacanthidae,Apolemichthys trimaculatus,Threespot angelfish ,"Threespot angelfish (English), Three-spot angelfish (English)",Threespot Angelfish
Osteichthyes,Acanthuriformes,Pomacanthidae,Centropyge aurantia,Golden angelfish ,"Golden angelfish (English), Golden pygmy-angelfish (English)",Golden Angelfish
Osteichthyes,Acanthuriformes,Pomacanthidae,Centropyge bicolor,Bicolor angelfish ,"Bicolor angelfish (English), Black and gold angel-fish (English), Blue and gold angelfish (English)",Bicolor Angelfish
Osteichthyes,Acanthuriformes,Pomacanthidae,Centropyge bispinosa,Twospined angelfish ,"Coral beauty (English), Twospine angelfish (English)",Coral Beauty
Osteichthyes,Acanthuriformes,Pomacanthidae,Centropyge eibli,Blacktail angelfish ,Eibl's angelfish (English),Eibl's Angelfish
Osteichthyes,Acanthuriformes,Pomacanthidae,Centropyge fisheri,Orange angelfish ,"Damsel angelfish (English), Whitetail angelfish (English), White-tailed pygmy angelfish (English)",
Osteichthyes,Acanthuriformes,Pomacanthidae,Centropyge flavissima,Lemonpeel angelfish ,"Lemon peel (English), Lemonpeel angelfish (English), Lemonpeel pygmy angelfish (English), Yellow angel-fish (English)",Lemonpeel Angelfish
Osteichthyes,Acanthuriformes,Pomacanthidae,Centropyge loriculus,Flame angel ,"Flame angelfish (English), Japanese pygmy angelfish (English)",Flame Angelfish
Osteichthyes,Acanthuriformes,Pomacanthidae,Centropyge nox,Midnight angelfish ,"Dusky angel-fish (English), Midnight angelfish (English)",Midnight Angelfish
Osteichthyes,Acanthuriformes,Pomacanthidae,Centropyge tibicen,Keyhole angelfish ,"Keyhole angelfish (English), White spot angel (English)",Keyhole Angelfish
Osteichthyes,Acanthuriformes,Pomacanthidae,Centropyge vrolikii,Pearlscale angelfish ,"Pearlscale angelfish (English), Pearl-scaled angelfish (English)",Pearlscale Angelfish
Osteichthyes,Acanthuriformes,Pomacanthidae,Centropyge woodheadi,,,
Osteichthyes,Acanthuriformes,Pomacanthidae,Chaetodontoplus ballinae,Ballina angelfish ,"Arrow-backed angel fish (English), Ballina angelfish (English)",Ballina Angelfish
Osteichthyes,Acanthuriformes,Pomacanthidae,Chaetodontoplus conspicillatus,Conspicuous angelfish ,"Conspicuous angelfish (English), Spectacled angelfish (English)",Conspicuous Angelfish
Osteichthyes,Acanthuriformes,Pomacanthidae,Chaetodontoplus duboulayi,Scribbled angelfish ,Scribbled angelfish (English),Scribbled Angelfish
Osteichthyes,Acanthuriformes,Pomacanthidae,Chaetodontoplus meredithi,Queensland yellowtail angelfish ,"Meredith's angelfish (English), Queensland yellowtail angelfish (English), Yellow-finned angelfish (English), Yellow-tail angelfish (English)",Queensland Yellowtail Angelfish
Osteichthyes,Acanthuriformes,Pomacanthidae,Chaetodontoplus mesoleucus,Vermiculated angelfish ,"Vermiculated angelfish (English), Verniculate angelfish (English)",Vermiculate Angelfish
Osteichthyes,Acanthuriformes,Pomacanthidae,Chaetodontoplus personifer,Blueface angelfish ,"Angelfish (English), Personifer angelfish (English), Spotted-faced angel-fish (English), Yellowtail angelfish (English)",Yellowtail Angelfish
Osteichthyes,Acanthuriformes,Pomacanthidae,Genicanthus lamarck,Blackstriped angelfish ,Lamarck's angelfish (English),Lamarck's Angelfish
Osteichthyes,Acanthuriformes,Pomacanthidae,Genicanthus melanospilos,Spotbreast angelfish ,"Black-spot angelfish (English), Swallowtail angelfish (English)",Swallowtail Angelfish
Osteichthyes,Acanthuriformes,Pomacanthidae,Genicanthus watanabei,Blackedged angelfish ,Watanabe's angelfish (English),Watanabe's Angelfish
Osteichthyes,Acanthuriformes,Pomacanthidae,Paracentropyge multifasciata,Barred angelfish ,"Banded pygmy-angelfish (English), Barred angelfish (English), Many-banded angelfish (English), Multibanded angelfish (English), Multibar angelfish (English), Multibarred angelfish (English)",
Osteichthyes,Acanthuriformes,Pomacanthidae,Pomacanthus imperator,Emperor angelfish ,Emperor angelfish (English),Emperor Angelfish
Osteichthyes,Acanthuriformes,Pomacanthidae,Pomacanthus navarchus,Bluegirdled angelfish ,"Bluegirdle angelfish (English), Bluegirdled angelfish (English), Blue-girdled angelfish (English), Majestic angelfish (English), Navarchus angelfish (English)",Bluegirdle Angelfish
Osteichthyes,Acanthuriformes,Pomacanthidae,Pomacanthus semicirculatus,Semicircle angelfish ,"Blue angel (English), Blue angelfish (English), Half-circled angelfish (English), Koran angelfish (English), Semicircle angelfish (English), Zebra angel-fish (English)",Blue Angelfish
Osteichthyes,Acanthuriformes,Pomacanthidae,Pomacanthus sexstriatus,Sixbar angelfish ,"Sixband angelfish (English), Six-banded angelfish (English)",Sixband Angelfish
Osteichthyes,Acanthuriformes,Pomacanthidae,Pomacanthus xanthometopon,Yellowface angelfish ,"Blueface angelfish (English), Bluefaced angelfish (English), Yellow-faced angelfish (English), Yellowmask angelfish (English)",Blueface Angelfish
Osteichthyes,Acanthuriformes,Pomacanthidae,Pygoplites diacanthus,Regal angelfish ,"Blue-banded angelfish (English), Regal angelfish (English), Royal angelfish (English)",Regal Angelfish
Osteichthyes,Acanthuriformes,Scatophagidae,Scatophagus argus,Spotted scat ,"Butterfish (English), Mia mia (English), Mia-mia (English), Spotted butterfish (English), Spotted butter-fish (English), Spotted scat (English), Tiger butterfish (English), Tiger seat (English)",Spotted Scat
Osteichthyes,Acanthuriformes,Scatophagidae,Scatophagus tetracanthus,Scatty ,Scatty (English),
Osteichthyes,Acanthuriformes,Scatophagidae,Selenotoca multifasciata,Spotbanded scat ,"Banded scat (English), Barred scat (English), Butterfish (English), John Dory (English), Johnny Dory (English), Old Maid (English), Southern butter-fish (English), Striped butterfish (English), Striped seat (English)",Striped Scat
Osteichthyes,Acanthuriformes,Siganidae,Siganus argenteus,Streamlined spinefoot ,"Forktail rabbitfish (English), Schooling rabbitfish (English), Schooling rabbit-fish (English), Silver spinefoot (English), Streamlined spinefoot (English)",Forktail Rabbitfish
Osteichthyes,Acanthuriformes,Siganidae,Siganus canaliculatus,White-spotted spinefoot ,"Pearly spinefoot (English), Seagrass rabbit-fish (English), Smudgespot spinefoot (English), Whitespotted rabbitfish (English), White-spotted rabbitfish (English), Whitespotted spinefoot (English), White-spotted spinefoot (English)",
Osteichthyes,Acanthuriformes,Siganidae,Siganus corallinus,Blue-spotted spinefoot ,"Bluespotted spinefoot (English), Blue-spotted spinefoot (English), Coral rabbitfish (English), Coral rabbit-fish (English), Coral spinefoot (English), Ocellated spinefoot (English), Orange spinefoot (English), Pacific coral rabbitfish (English)",Coral Rabbitfish
Osteichthyes,Acanthuriformes,Siganidae,Siganus doliatus,Barred spinefoot ,"Barred rabbitfish (English), Barred spinefoot (English), Bluelined rabbitfish (English), Blue-lined rabbitfish (English), Blue-lined rabbit-fish (English), Doublebar spinefoot (English), Pencil-streaked spinefoot (English), Two barred rabbitfish (English)",Bluelined Rabbitfish
Osteichthyes,Acanthuriformes,Siganidae,Siganus fuscescens,Mottled spinefoot ,"Black rabbitfish (English), Black spinefoot (English), Black trevally (English), Blue-spotted trevally (English), Dusky rabbitfish (English), Fuscous rabbitfish (English), Happy moments (English), Mi mi (English), Mottled spinefoot (English), Pearl-spotted rabbitfish (English), Pearl-spotted spinefoot (English), Pearly-spotted rabbitfish (English), Pin-spotted spinefoot (English), Rabbitfish (English), Stinging bream (English), West Australian rabbitfish (English)",Black Rabbitfish
Osteichthyes,Acanthuriformes,Siganidae,Siganus guttatus,Orange-spotted spinefoot ,"Goldlined spinefoot (English), Orange-spotted spinefoot (English)",
Osteichthyes,Acanthuriformes,Siganidae,Siganus javus,Streaked spinefoot ,"Blue-spotted spinefoot (English), Blue-spotted trevally (English), Java rabbitfish (English), Java spinefoot (English), Streaked spinefoot (English), Streaky spinefoot (English), White-spotted rabbit-fish (English)",Java Rabbitfish
Osteichthyes,Acanthuriformes,Siganidae,Siganus lineatus,Golden-lined spinefoot ,"Goldenlined spinefoot (English), Golden-lined spinefoot (English), Goldlined rabbitfish (English), Gold-lined rabbitfish (English), Lined rabbitfish (English), Lined rabbit-fish (English)",Goldlined Rabbitfish
Osteichthyes,Acanthuriformes,Siganidae,Siganus puellus,Masked spinefoot ,"Bluelined rabbitfish (English), Blue-lined rabbitfish (English), Blue-lined spinefoot (English), Masked rabbitfish (English), Masked rabbit-fish (English), Masked spinefoot (English)",Masked Rabbitfish
Osteichthyes,Acanthuriformes,Siganidae,Siganus punctatissimus,Peppered spinefoot ,"Finespotted rabbitfish (English), Fine-spotted rabbitfish (English), Peppered spinefoot (English)",Finespotted Rabbitfish
Osteichthyes,Acanthuriformes,Siganidae,Siganus punctatus,Goldspotted spinefoot ,"Gold-spot spinefoot (English), Goldspotted rabbitfish (English), Gold-spotted rabbitfish (English), Goldspotted spinefoot (English), Gold-spotted spinefoot (English), Punctated spinefoot (English), Spotted rabbitfish (English), Spotted rabbit-fish (English), Spotted spinefoot (English), Yellow-spotted spinefoot (English)",Spotted Rabbitfish
Osteichthyes,Acanthuriformes,Siganidae,Siganus spinus,Little spinefoot ,"Black spinefoot (English), Black trevally (English), Blue-spotted trevally (English), Blunt-nosed spinefoot (English), Happy moments (English), Little spinefoot (English), Mi-mi (English), Scribbled rabbitfish (English), Scribbled rabbit-fish (English), Spiny rabbitfish (English), Spiny spinefoot (English)",Scribbled Rabbitfish
Osteichthyes,Acanthuriformes,Siganidae,Siganus trispilos,Threeblotched rabbitfish ,"Threeblotched rabbitfish (English), Threespot rabbitfish (English), Three-spot rabbitfish (English), Threespot spinefoot (English)",Threespot Rabbitfish
Osteichthyes,Acanthuriformes,Siganidae,Siganus unimaculatus,Blotched foxface ,"Blackblotch foxface (English), Black-blotch fox-face (English), Blotched foxface (English)",Blackblotch Foxface
Osteichthyes,Acanthuriformes,Siganidae,Siganus vermiculatus,Vermiculated spinefoot ,"Maze rabbitfish (English), Maze rabbit-fish (English), Scribbled spinefoot (English), Vermiculate rabbitfish (English), Vermiculate spinefoot (English), Vermiculated spinefoot (English)",Maze Rabbitfish
Osteichthyes,Acanthuriformes,Siganidae,Siganus virgatus,Barhead spinefoot ,"Barhead spinefoot (English), Doublebar rabbitfish (English), Double-bar rabbitfish (English), Doublebar spinefoot (English), Double-barred rabbitfish (English), Double-barred rabbit-fish (English), Doublebarred spinefoot (English), Double-barred spinefoot (English)",Doublebar Rabbitfish
Osteichthyes,Acanthuriformes,Siganidae,Siganus vulpinus,Foxface ,"Black-face rabbitface (English), Common foxface (English), Foxface (English), Fox-face (English)",Foxface
Osteichthyes,Acanthuriformes,Zanclidae,Zanclus cornutus,Moorish idol ,Moorish idol (English),Moorish Idol
Osteichthyes,Acropomatiformes,Acropomatidae,Acropoma japonicum,Glowbelly ,"Glowbelly (English), Japanese bass (English), Japanese seabass (English)",Japanese Seabass
Osteichthyes,Acropomatiformes,Acropomatidae,Doederleinia berycoides,Blackthroat seaperch ,"Blackthroat seaperch (English), Rosy seabass (English)",Rosy Seabass
Osteichthyes,Acropomatiformes,Banjosidae,Banjos aculeatus,Eastern Australian banjofish ,Eastern Australian banjofish (English),
Osteichthyes,Acropomatiformes,Banjosidae,Banjos banjos,Banjofish ,"Banjofish (English), Banjosid (English)",Banjofish
Osteichthyes,Acropomatiformes,Banjosidae,Banjos peregrinus,Timor Sea banjofish ,Timor Sea banjofish (English),
Osteichthyes,Acropomatiformes,Bathyclupeidae,Neobathyclupea gracilis,West Pacific (dwarf) deepsea herring ,"Slender deepsea herring (English), West Pacific (dwarf) deepsea herring (English)",
Osteichthyes,Acropomatiformes,Bathyclupeidae,Neobathyclupea malayana,Malaysian deepsea herring ,Malaysian deepsea herring (English),
Osteichthyes,Acropomatiformes,Champsodontidae,Champsodon atridorsalis,,Blackfin gaper (English),Blackfin Gaper
Osteichthyes,Acropomatiformes,Champsodontidae,Champsodon guentheri,Günther's sabre-gills ,Gunther's gaper (English),Gunther's Gaper
Osteichthyes,Acropomatiformes,Champsodontidae,Champsodon longipinnis,,Longfin gaper (English),Longfin Gaper
Osteichthyes,Acropomatiformes,Champsodontidae,Champsodon machaeratus,,Knife gaper (English),Knife Gaper
Osteichthyes,Acropomatiformes,Champsodontidae,Champsodon nudivittis,,Nakedband gaper (English),Nakedband Gaper
Osteichthyes,Acropomatiformes,Champsodontidae,Champsodon pantolepis,,Sheath gaper (English),Sheath Gaper
Osteichthyes,Acropomatiformes,Champsodontidae,Champsodon sagittus,,Arrow gaper (English),Arrow Gaper
Osteichthyes,Acropomatiformes,Champsodontidae,Champsodon snyderi,,Snyder's gaper (English),Snyder's Gaper
Osteichthyes,Acropomatiformes,Champsodontidae,Champsodon vorax,,Greedy gaper (English),Greedy Gaper
Osteichthyes,Acropomatiformes,Creediidae,Chalixodytes chameleontoculis,Sand dart ,Sand dart (English),
Osteichthyes,Acropomatiformes,Creediidae,Creedia alleni,,"Allen's sandburrower (English), Slender sandfish (English)",Allen's Sandburrower
Osteichthyes,Acropomatiformes,Creediidae,Creedia haswelli,Slender sand-diver ,"Haswell's sandfish (English), Slender sandburrower (English), Slender sanddiver (English), Slender sand-diver (English), Slender sandfish (English)",Slender Sandburrower
Osteichthyes,Acropomatiformes,Creediidae,Creedia partimsquamigera,Half-scaled sand-diver ,"Half scaled sand-diver (English), Halfscale sandburrower (English), Halfscaled sandburrower (English), Half-scaled sand-diver (English)",Halfscale Sandburrower
Osteichthyes,Acropomatiformes,Creediidae,Limnichthys fasciatus,Barred sand burrower ,"Barred sand burrower (English), Sand-diver (English), Striped sand-diver (English), Tommy fish (English), Tommyfish (English)",Tommyfish
Osteichthyes,Acropomatiformes,Creediidae,Limnichthys nitidus,Sand submarine ,"Donaldson's sandburrower (English), Elegant sandburrower (English), Sand submarine (English)",Elegant Sandburrower
Osteichthyes,Acropomatiformes,Creediidae,Schizochirus insolens,Brokenfin sandburrower ,"Brokenfin sandburrower (English), Sand diver (English)",Brokenfin Sandburrower
